geraetenummer;bezeichnung;serial_nummer;depot;baujahr;status;subgroup;machine_tab_data
DEMO-000492;Kipplader 3.2 m3 Swivel gross 42;SN-DEMO-000492;578;2023;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000493;Kipplader 3.2 m3 Swivel gross 43;SN-DEMO-000493;578;2024;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000494;Kipplader 3.2 m3 Swivel gross 44;SN-DEMO-000494;578;2025;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000495;Kipplader 3.2 m3 Swivel gross 45;SN-DEMO-000495;578;2026;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000496;Kipplader 3.2 m3 Swivel gross 46;SN-DEMO-000496;578;2018;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000497;Kipplader 3.2 m3 Swivel gross 47;SN-DEMO-000497;578;2019;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000498;Kipplader 3.2 m3 Swivel gross 48;SN-DEMO-000498;578;2020;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000499;Kipplader 3.2 m3 Swivel gross 49;SN-DEMO-000499;578;2021;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000500;Kipplader 3.2 m3 Swivel gross 50;SN-DEMO-000500;578;2022;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000501;Bagger klein 01;SN-DEMO-000501;578;2023;klein;Bagger;{}
DEMO-000502;Bagger klein 02;SN-DEMO-000502;578;2024;klein;Bagger;{}
DEMO-000503;Bagger klein 03;SN-DEMO-000503;578;2025;klein;Bagger;{}
DEMO-000504;Bagger klein 04;SN-DEMO-000504;578;2026;klein;Bagger;{}
DEMO-000505;Bagger klein 05;SN-DEMO-000505;578;2018;klein;Bagger;{}
DEMO-000506;Bagger klein 06;SN-DEMO-000506;578;2019;klein;Bagger;{}
DEMO-000507;Bagger klein 07;SN-DEMO-000507;578;2020;klein;Bagger;{}
DEMO-000508;Bagger klein 08;SN-DEMO-000508;578;2021;klein;Bagger;{}
DEMO-000509;Bagger klein 09;SN-DEMO-000509;578;2022;klein;Bagger;{}
DEMO-000510;Bagger klein 10;SN-DEMO-000510;578;2023;klein;Bagger;{}
DEMO-000511;Bagger klein 11;SN-DEMO-000511;578;2024;klein;Bagger;{}
DEMO-000512;Bagger klein 12;SN-DEMO-000512;578;2025;klein;Bagger;{}
DEMO-000513;Bagger klein 13;SN-DEMO-000513;578;2026;klein;Bagger;{}
DEMO-000514;Bagger klein 14;SN-DEMO-000514;578;2018;klein;Bagger;{}
DEMO-000515;Bagger klein 15;SN-DEMO-000515;578;2019;klein;Bagger;{}
DEMO-000516;Bagger klein 16;SN-DEMO-000516;578;2020;klein;Bagger;{}
DEMO-000517;Bagger klein 17;SN-DEMO-000517;578;2021;klein;Bagger;{}
DEMO-000518;Bagger klein 18;SN-DEMO-000518;578;2022;klein;Bagger;{}
DEMO-000519;Bagger klein 19;SN-DEMO-000519;578;2023;klein;Bagger;{}
DEMO-000520;Bagger klein 20;SN-DEMO-000520;578;2024;klein;Bagger;{}
DEMO-000521;Bagger klein 21;SN-DEMO-000521;578;2025;klein;Bagger;{}
DEMO-000522;Bagger klein 22;SN-DEMO-000522;578;2026;klein;Bagger;{}
DEMO-000523;Bagger klein 23;SN-DEMO-000523;578;2018;klein;Bagger;{}
DEMO-000524;Bagger klein 24;SN-DEMO-000524;578;2019;klein;Bagger;{}
DEMO-000525;Bagger klein 25;SN-DEMO-000525;578;2020;klein;Bagger;{}
DEMO-000526;Bagger klein 26;SN-DEMO-000526;578;2021;klein;Bagger;{}
DEMO-000527;Bagger klein 27;SN-DEMO-000527;578;2022;klein;Bagger;{}
DEMO-000528;Bagger klein 28;SN-DEMO-000528;578;2023;klein;Bagger;{}
DEMO-000529;Bagger klein 29;SN-DEMO-000529;578;2024;klein;Bagger;{}
DEMO-000530;Bagger klein 30;SN-DEMO-000530;578;2025;klein;Bagger;{}
DEMO-000531;Bagger klein 31;SN-DEMO-000531;578;2026;klein;Bagger;{}
DEMO-000532;Bagger klein 32;SN-DEMO-000532;578;2018;klein;Bagger;{}
DEMO-000533;Bagger klein 33;SN-DEMO-000533;578;2019;klein;Bagger;{}
DEMO-000534;Bagger klein 34;SN-DEMO-000534;578;2020;klein;Bagger;{}
DEMO-000535;Bagger klein 35;SN-DEMO-000535;578;2021;klein;Bagger;{}
DEMO-000536;Bagger klein 36;SN-DEMO-000536;578;2022;klein;Bagger;{}
DEMO-000537;Bagger klein 37;SN-DEMO-000537;578;2023;klein;Bagger;{}
DEMO-000538;Bagger klein 38;SN-DEMO-000538;578;2024;klein;Bagger;{}
DEMO-000539;Bagger klein 39;SN-DEMO-000539;578;2025;klein;Bagger;{}
DEMO-000540;Bagger klein 40;SN-DEMO-000540;578;2026;klein;Bagger;{}
DEMO-000541;Bagger klein 41;SN-DEMO-000541;578;2018;klein;Bagger;{}
DEMO-000542;Bagger klein 42;SN-DEMO-000542;578;2019;klein;Bagger;{}
DEMO-000543;Bagger klein 43;SN-DEMO-000543;578;2020;klein;Bagger;{}
DEMO-000544;Bagger klein 44;SN-DEMO-000544;578;2021;klein;Bagger;{}
DEMO-000545;Bagger klein 45;SN-DEMO-000545;578;2022;klein;Bagger;{}
DEMO-000546;Bagger klein 46;SN-DEMO-000546;578;2023;klein;Bagger;{}
DEMO-000547;Bagger klein 47;SN-DEMO-000547;578;2024;klein;Bagger;{}
DEMO-000548;Bagger klein 48;SN-DEMO-000548;578;2025;klein;Bagger;{}
DEMO-000549;Bagger klein 49;SN-DEMO-000549;578;2026;klein;Bagger;{}
DEMO-000550;Bagger klein 50;SN-DEMO-000550;578;2018;klein;Bagger;{}
DEMO-000551;Bagger gross 01;SN-DEMO-000551;578;2019;gross;Bagger;{}
DEMO-000552;Bagger gross 02;SN-DEMO-000552;578;2020;gross;Bagger;{}
DEMO-000553;Bagger gross 03;SN-DEMO-000553;578;2021;gross;Bagger;{}
DEMO-000554;Bagger gross 04;SN-DEMO-000554;578;2022;gross;Bagger;{}
DEMO-000555;Bagger gross 05;SN-DEMO-000555;578;2023;gross;Bagger;{}
DEMO-000556;Bagger gross 06;SN-DEMO-000556;578;2024;gross;Bagger;{}
DEMO-000557;Bagger gross 07;SN-DEMO-000557;578;2025;gross;Bagger;{}
DEMO-000558;Bagger gross 08;SN-DEMO-000558;578;2026;gross;Bagger;{}
DEMO-000559;Bagger gross 09;SN-DEMO-000559;578;2018;gross;Bagger;{}
DEMO-000560;Bagger gross 10;SN-DEMO-000560;578;2019;gross;Bagger;{}
DEMO-000561;Bagger gross 11;SN-DEMO-000561;578;2020;gross;Bagger;{}
DEMO-000562;Bagger gross 12;SN-DEMO-000562;578;2021;gross;Bagger;{}
DEMO-000563;Bagger gross 13;SN-DEMO-000563;578;2022;gross;Bagger;{}
DEMO-000564;Bagger gross 14;SN-DEMO-000564;578;2023;gross;Bagger;{}
DEMO-000565;Bagger gross 15;SN-DEMO-000565;578;2024;gross;Bagger;{}
DEMO-000566;Bagger gross 16;SN-DEMO-000566;578;2025;gross;Bagger;{}
DEMO-000567;Bagger gross 17;SN-DEMO-000567;578;2026;gross;Bagger;{}
DEMO-000568;Bagger gross 18;SN-DEMO-000568;578;2018;gross;Bagger;{}
DEMO-000569;Bagger gross 19;SN-DEMO-000569;578;2019;gross;Bagger;{}
DEMO-000570;Bagger gross 20;SN-DEMO-000570;578;2020;gross;Bagger;{}
DEMO-000571;Bagger gross 21;SN-DEMO-000571;578;2021;gross;Bagger;{}
DEMO-000572;Bagger gross 22;SN-DEMO-000572;578;2022;gross;Bagger;{}
DEMO-000573;Bagger gross 23;SN-DEMO-000573;578;2023;gross;Bagger;{}
DEMO-000574;Bagger gross 24;SN-DEMO-000574;578;2024;gross;Bagger;{}
DEMO-000575;Bagger gross 25;SN-DEMO-000575;578;2025;gross;Bagger;{}
DEMO-000576;Bagger gross 26;SN-DEMO-000576;578;2026;gross;Bagger;{}
DEMO-000577;Bagger gross 27;SN-DEMO-000577;578;2018;gross;Bagger;{}
DEMO-000578;Bagger gross 28;SN-DEMO-000578;578;2019;gross;Bagger;{}
DEMO-000579;Bagger gross 29;SN-DEMO-000579;578;2020;gross;Bagger;{}
DEMO-000580;Bagger gross 30;SN-DEMO-000580;578;2021;gross;Bagger;{}
DEMO-000581;Bagger gross 31;SN-DEMO-000581;578;2022;gross;Bagger;{}
DEMO-000582;Bagger gross 32;SN-DEMO-000582;578;2023;gross;Bagger;{}
DEMO-000583;Bagger gross 33;SN-DEMO-000583;578;2024;gross;Bagger;{}
DEMO-000584;Bagger gross 34;SN-DEMO-000584;578;2025;gross;Bagger;{}
DEMO-000585;Bagger gross 35;SN-DEMO-000585;578;2026;gross;Bagger;{}
DEMO-000586;Bagger gross 36;SN-DEMO-000586;578;2018;gross;Bagger;{}
DEMO-000587;Bagger gross 37;SN-DEMO-000587;578;2019;gross;Bagger;{}
DEMO-000588;Bagger gross 38;SN-DEMO-000588;578;2020;gross;Bagger;{}
DEMO-000589;Bagger gross 39;SN-DEMO-000589;578;2021;gross;Bagger;{}
DEMO-000590;Bagger gross 40;SN-DEMO-000590;578;2022;gross;Bagger;{}
DEMO-000591;Bagger gross 41;SN-DEMO-000591;578;2023;gross;Bagger;{}
DEMO-000592;Bagger gross 42;SN-DEMO-000592;578;2024;gross;Bagger;{}
DEMO-000593;Bagger gross 43;SN-DEMO-000593;578;2025;gross;Bagger;{}
DEMO-000594;Bagger gross 44;SN-DEMO-000594;578;2026;gross;Bagger;{}
DEMO-000595;Bagger gross 45;SN-DEMO-000595;578;2018;gross;Bagger;{}
DEMO-000596;Bagger gross 46;SN-DEMO-000596;578;2019;gross;Bagger;{}
DEMO-000597;Bagger gross 47;SN-DEMO-000597;578;2020;gross;Bagger;{}
DEMO-000598;Bagger gross 48;SN-DEMO-000598;578;2021;gross;Bagger;{}
DEMO-000599;Bagger gross 49;SN-DEMO-000599;578;2022;gross;Bagger;{}
DEMO-000600;Bagger gross 50;SN-DEMO-000600;578;2023;gross;Bagger;{}
DEMO-000601;stampfer klein 01;SN-DEMO-000601;101;2024;klein;stampfer;{}
DEMO-000602;stampfer klein 02;SN-DEMO-000602;101;2025;klein;stampfer;{}
DEMO-000603;stampfer klein 03;SN-DEMO-000603;101;2026;klein;stampfer;{}
DEMO-000604;stampfer klein 04;SN-DEMO-000604;101;2018;klein;stampfer;{}
DEMO-000605;stampfer klein 05;SN-DEMO-000605;101;2019;klein;stampfer;{}
DEMO-000606;stampfer klein 06;SN-DEMO-000606;101;2020;klein;stampfer;{}
DEMO-000607;stampfer klein 07;SN-DEMO-000607;101;2021;klein;stampfer;{}
DEMO-000608;stampfer klein 08;SN-DEMO-000608;101;2022;klein;stampfer;{}
DEMO-000609;stampfer klein 09;SN-DEMO-000609;101;2023;klein;stampfer;{}
DEMO-000610;stampfer klein 10;SN-DEMO-000610;101;2024;klein;stampfer;{}
DEMO-000611;stampfer klein 11;SN-DEMO-000611;101;2025;klein;stampfer;{}
DEMO-000612;stampfer klein 12;SN-DEMO-000612;101;2026;klein;stampfer;{}
DEMO-000613;stampfer klein 13;SN-DEMO-000613;101;2018;klein;stampfer;{}
DEMO-000614;stampfer klein 14;SN-DEMO-000614;101;2019;klein;stampfer;{}
DEMO-000615;stampfer klein 15;SN-DEMO-000615;101;2020;klein;stampfer;{}
DEMO-000616;stampfer klein 16;SN-DEMO-000616;101;2021;klein;stampfer;{}
DEMO-000617;stampfer klein 17;SN-DEMO-000617;101;2022;klein;stampfer;{}
DEMO-000618;stampfer klein 18;SN-DEMO-000618;101;2023;klein;stampfer;{}
DEMO-000619;stampfer klein 19;SN-DEMO-000619;101;2024;klein;stampfer;{}
DEMO-000620;stampfer klein 20;SN-DEMO-000620;101;2025;klein;stampfer;{}
DEMO-000621;stampfer klein 21;SN-DEMO-000621;101;2026;klein;stampfer;{}
DEMO-000622;stampfer klein 22;SN-DEMO-000622;101;2018;klein;stampfer;{}
DEMO-000623;stampfer klein 23;SN-DEMO-000623;101;2019;klein;stampfer;{}
DEMO-000624;stampfer klein 24;SN-DEMO-000624;101;2020;klein;stampfer;{}
DEMO-000625;stampfer klein 25;SN-DEMO-000625;101;2021;klein;stampfer;{}
DEMO-000626;stampfer klein 26;SN-DEMO-000626;101;2022;klein;stampfer;{}
DEMO-000627;stampfer klein 27;SN-DEMO-000627;101;2023;klein;stampfer;{}
DEMO-000628;stampfer klein 28;SN-DEMO-000628;101;2024;klein;stampfer;{}
DEMO-000629;stampfer klein 29;SN-DEMO-000629;101;2025;klein;stampfer;{}
DEMO-000630;stampfer klein 30;SN-DEMO-000630;101;2026;klein;stampfer;{}
DEMO-000631;stampfer klein 31;SN-DEMO-000631;101;2018;klein;stampfer;{}
DEMO-000632;stampfer klein 32;SN-DEMO-000632;101;2019;klein;stampfer;{}
DEMO-000633;stampfer klein 33;SN-DEMO-000633;101;2020;klein;stampfer;{}
DEMO-000634;stampfer klein 34;SN-DEMO-000634;101;2021;klein;stampfer;{}
DEMO-000635;stampfer klein 35;SN-DEMO-000635;101;2022;klein;stampfer;{}
DEMO-000636;stampfer klein 36;SN-DEMO-000636;101;2023;klein;stampfer;{}
DEMO-000637;stampfer klein 37;SN-DEMO-000637;101;2024;klein;stampfer;{}
DEMO-000638;stampfer klein 38;SN-DEMO-000638;101;2025;klein;stampfer;{}
DEMO-000639;stampfer klein 39;SN-DEMO-000639;101;2026;klein;stampfer;{}
DEMO-000640;stampfer klein 40;SN-DEMO-000640;101;2018;klein;stampfer;{}
DEMO-000641;stampfer klein 41;SN-DEMO-000641;101;2019;klein;stampfer;{}
DEMO-000642;stampfer klein 42;SN-DEMO-000642;101;2020;klein;stampfer;{}
DEMO-000643;stampfer klein 43;SN-DEMO-000643;101;2021;klein;stampfer;{}
DEMO-000644;stampfer klein 44;SN-DEMO-000644;101;2022;klein;stampfer;{}
DEMO-000645;stampfer klein 45;SN-DEMO-000645;101;2023;klein;stampfer;{}
DEMO-000646;stampfer klein 46;SN-DEMO-000646;101;2024;klein;stampfer;{}
DEMO-000647;stampfer klein 47;SN-DEMO-000647;101;2025;klein;stampfer;{}
DEMO-000648;stampfer klein 48;SN-DEMO-000648;101;2026;klein;stampfer;{}
DEMO-000649;stampfer klein 49;SN-DEMO-000649;101;2018;klein;stampfer;{}
DEMO-000650;stampfer klein 50;SN-DEMO-000650;101;2019;klein;stampfer;{}
DEMO-000651;stampfer gross 01;SN-DEMO-000651;101;2020;gross;stampfer;{}
DEMO-000652;stampfer gross 02;SN-DEMO-000652;101;2021;gross;stampfer;{}
DEMO-000653;stampfer gross 03;SN-DEMO-000653;101;2022;gross;stampfer;{}
DEMO-000654;stampfer gross 04;SN-DEMO-000654;101;2023;gross;stampfer;{}
DEMO-000655;stampfer gross 05;SN-DEMO-000655;101;2024;gross;stampfer;{}
DEMO-000656;stampfer gross 06;SN-DEMO-000656;101;2025;gross;stampfer;{}
DEMO-000657;stampfer gross 07;SN-DEMO-000657;101;2026;gross;stampfer;{}
DEMO-000658;stampfer gross 08;SN-DEMO-000658;101;2018;gross;stampfer;{}
DEMO-000659;stampfer gross 09;SN-DEMO-000659;101;2019;gross;stampfer;{}
DEMO-000660;stampfer gross 10;SN-DEMO-000660;101;2020;gross;stampfer;{}
DEMO-000661;stampfer gross 11;SN-DEMO-000661;101;2021;gross;stampfer;{}
DEMO-000662;stampfer gross 12;SN-DEMO-000662;101;2022;gross;stampfer;{}
DEMO-000663;stampfer gross 13;SN-DEMO-000663;101;2023;gross;stampfer;{}
DEMO-000664;stampfer gross 14;SN-DEMO-000664;101;2024;gross;stampfer;{}
DEMO-000665;stampfer gross 15;SN-DEMO-000665;101;2025;gross;stampfer;{}
DEMO-000666;stampfer gross 16;SN-DEMO-000666;101;2026;gross;stampfer;{}
DEMO-000667;stampfer gross 17;SN-DEMO-000667;101;2018;gross;stampfer;{}
DEMO-000668;stampfer gross 18;SN-DEMO-000668;101;2019;gross;stampfer;{}
DEMO-000669;stampfer gross 19;SN-DEMO-000669;101;2020;gross;stampfer;{}
DEMO-000670;stampfer gross 20;SN-DEMO-000670;101;2021;gross;stampfer;{}
DEMO-000671;stampfer gross 21;SN-DEMO-000671;101;2022;gross;stampfer;{}
DEMO-000672;stampfer gross 22;SN-DEMO-000672;101;2023;gross;stampfer;{}
DEMO-000673;stampfer gross 23;SN-DEMO-000673;101;2024;gross;stampfer;{}
DEMO-000674;stampfer gross 24;SN-DEMO-000674;101;2025;gross;stampfer;{}
DEMO-000675;stampfer gross 25;SN-DEMO-000675;101;2026;gross;stampfer;{}
DEMO-000676;stampfer gross 26;SN-DEMO-000676;101;2018;gross;stampfer;{}
DEMO-000677;stampfer gross 27;SN-DEMO-000677;101;2019;gross;stampfer;{}
DEMO-000678;stampfer gross 28;SN-DEMO-000678;101;2020;gross;stampfer;{}
DEMO-000679;stampfer gross 29;SN-DEMO-000679;101;2021;gross;stampfer;{}
DEMO-000680;stampfer gross 30;SN-DEMO-000680;101;2022;gross;stampfer;{}
DEMO-000681;stampfer gross 31;SN-DEMO-000681;101;2023;gross;stampfer;{}
DEMO-000682;stampfer gross 32;SN-DEMO-000682;101;2024;gross;stampfer;{}
DEMO-000683;stampfer gross 33;SN-DEMO-000683;101;2025;gross;stampfer;{}
DEMO-000684;stampfer gross 34;SN-DEMO-000684;101;2026;gross;stampfer;{}
DEMO-000685;stampfer gross 35;SN-DEMO-000685;101;2018;gross;stampfer;{}
DEMO-000686;stampfer gross 36;SN-DEMO-000686;101;2019;gross;stampfer;{}
DEMO-000687;stampfer gross 37;SN-DEMO-000687;101;2020;gross;stampfer;{}
DEMO-000688;stampfer gross 38;SN-DEMO-000688;101;2021;gross;stampfer;{}
DEMO-000689;stampfer gross 39;SN-DEMO-000689;101;2022;gross;stampfer;{}
DEMO-000690;stampfer gross 40;SN-DEMO-000690;101;2023;gross;stampfer;{}
DEMO-000691;stampfer gross 41;SN-DEMO-000691;101;2024;gross;stampfer;{}
DEMO-000692;stampfer gross 42;SN-DEMO-000692;101;2025;gross;stampfer;{}
DEMO-000693;stampfer gross 43;SN-DEMO-000693;101;2026;gross;stampfer;{}
DEMO-000694;stampfer gross 44;SN-DEMO-000694;101;2018;gross;stampfer;{}
DEMO-000695;stampfer gross 45;SN-DEMO-000695;101;2019;gross;stampfer;{}
DEMO-000696;stampfer gross 46;SN-DEMO-000696;101;2020;gross;stampfer;{}
DEMO-000697;stampfer gross 47;SN-DEMO-000697;101;2021;gross;stampfer;{}
DEMO-000698;stampfer gross 48;SN-DEMO-000698;101;2022;gross;stampfer;{}
DEMO-000699;stampfer gross 49;SN-DEMO-000699;101;2023;gross;stampfer;{}
DEMO-000700;stampfer gross 50;SN-DEMO-000700;101;2024;gross;stampfer;{}
DEMO-000701;Kipplader 3.2 m3 Swivel klein 01;SN-DEMO-000701;101;2025;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000702;Kipplader 3.2 m3 Swivel klein 02;SN-DEMO-000702;101;2026;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000703;Kipplader 3.2 m3 Swivel klein 03;SN-DEMO-000703;101;2018;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000704;Kipplader 3.2 m3 Swivel klein 04;SN-DEMO-000704;101;2019;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000705;Kipplader 3.2 m3 Swivel klein 05;SN-DEMO-000705;101;2020;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000706;Kipplader 3.2 m3 Swivel klein 06;SN-DEMO-000706;101;2021;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000707;Kipplader 3.2 m3 Swivel klein 07;SN-DEMO-000707;101;2022;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000708;Kipplader 3.2 m3 Swivel klein 08;SN-DEMO-000708;101;2023;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000709;Kipplader 3.2 m3 Swivel klein 09;SN-DEMO-000709;101;2024;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000710;Kipplader 3.2 m3 Swivel klein 10;SN-DEMO-000710;101;2025;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000711;Kipplader 3.2 m3 Swivel klein 11;SN-DEMO-000711;101;2026;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000712;Kipplader 3.2 m3 Swivel klein 12;SN-DEMO-000712;101;2018;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000713;Kipplader 3.2 m3 Swivel klein 13;SN-DEMO-000713;101;2019;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000714;Kipplader 3.2 m3 Swivel klein 14;SN-DEMO-000714;101;2020;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000715;Kipplader 3.2 m3 Swivel klein 15;SN-DEMO-000715;101;2021;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000716;Kipplader 3.2 m3 Swivel klein 16;SN-DEMO-000716;101;2022;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000717;Kipplader 3.2 m3 Swivel klein 17;SN-DEMO-000717;101;2023;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000718;Kipplader 3.2 m3 Swivel klein 18;SN-DEMO-000718;101;2024;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000719;Kipplader 3.2 m3 Swivel klein 19;SN-DEMO-000719;101;2025;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000720;Kipplader 3.2 m3 Swivel klein 20;SN-DEMO-000720;101;2026;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000721;Kipplader 3.2 m3 Swivel klein 21;SN-DEMO-000721;101;2018;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000722;Kipplader 3.2 m3 Swivel klein 22;SN-DEMO-000722;101;2019;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000723;Kipplader 3.2 m3 Swivel klein 23;SN-DEMO-000723;101;2020;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000724;Kipplader 3.2 m3 Swivel klein 24;SN-DEMO-000724;101;2021;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000725;Kipplader 3.2 m3 Swivel klein 25;SN-DEMO-000725;101;2022;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000726;Kipplader 3.2 m3 Swivel klein 26;SN-DEMO-000726;101;2023;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000727;Kipplader 3.2 m3 Swivel klein 27;SN-DEMO-000727;101;2024;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000728;Kipplader 3.2 m3 Swivel klein 28;SN-DEMO-000728;101;2025;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000729;Kipplader 3.2 m3 Swivel klein 29;SN-DEMO-000729;101;2026;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000730;Kipplader 3.2 m3 Swivel klein 30;SN-DEMO-000730;101;2018;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000731;Kipplader 3.2 m3 Swivel klein 31;SN-DEMO-000731;101;2019;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000732;Kipplader 3.2 m3 Swivel klein 32;SN-DEMO-000732;101;2020;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000733;Kipplader 3.2 m3 Swivel klein 33;SN-DEMO-000733;101;2021;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000734;Kipplader 3.2 m3 Swivel klein 34;SN-DEMO-000734;101;2022;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000735;Kipplader 3.2 m3 Swivel klein 35;SN-DEMO-000735;101;2023;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000736;Kipplader 3.2 m3 Swivel klein 36;SN-DEMO-000736;101;2024;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000737;Kipplader 3.2 m3 Swivel klein 37;SN-DEMO-000737;101;2025;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000738;Kipplader 3.2 m3 Swivel klein 38;SN-DEMO-000738;101;2026;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000739;Kipplader 3.2 m3 Swivel klein 39;SN-DEMO-000739;101;2018;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000740;Kipplader 3.2 m3 Swivel klein 40;SN-DEMO-000740;101;2019;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000741;Kipplader 3.2 m3 Swivel klein 41;SN-DEMO-000741;101;2020;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000742;Kipplader 3.2 m3 Swivel klein 42;SN-DEMO-000742;101;2021;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000743;Kipplader 3.2 m3 Swivel klein 43;SN-DEMO-000743;101;2022;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000744;Kipplader 3.2 m3 Swivel klein 44;SN-DEMO-000744;101;2023;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000745;Kipplader 3.2 m3 Swivel klein 45;SN-DEMO-000745;101;2024;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000746;Kipplader 3.2 m3 Swivel klein 46;SN-DEMO-000746;101;2025;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000747;Kipplader 3.2 m3 Swivel klein 47;SN-DEMO-000747;101;2026;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000748;Kipplader 3.2 m3 Swivel klein 48;SN-DEMO-000748;101;2018;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000749;Kipplader 3.2 m3 Swivel klein 49;SN-DEMO-000749;101;2019;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000750;Kipplader 3.2 m3 Swivel klein 50;SN-DEMO-000750;101;2020;klein;Kipplader 3.2 m3 Swivel;{}
DEMO-000751;Kipplader 3.2 m3 Swivel gross 01;SN-DEMO-000751;101;2021;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000752;Kipplader 3.2 m3 Swivel gross 02;SN-DEMO-000752;101;2022;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000753;Kipplader 3.2 m3 Swivel gross 03;SN-DEMO-000753;101;2023;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000754;Kipplader 3.2 m3 Swivel gross 04;SN-DEMO-000754;101;2024;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000755;Kipplader 3.2 m3 Swivel gross 05;SN-DEMO-000755;101;2025;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000756;Kipplader 3.2 m3 Swivel gross 06;SN-DEMO-000756;101;2026;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000757;Kipplader 3.2 m3 Swivel gross 07;SN-DEMO-000757;101;2018;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000758;Kipplader 3.2 m3 Swivel gross 08;SN-DEMO-000758;101;2019;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000759;Kipplader 3.2 m3 Swivel gross 09;SN-DEMO-000759;101;2020;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000760;Kipplader 3.2 m3 Swivel gross 10;SN-DEMO-000760;101;2021;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000761;Kipplader 3.2 m3 Swivel gross 11;SN-DEMO-000761;101;2022;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000762;Kipplader 3.2 m3 Swivel gross 12;SN-DEMO-000762;101;2023;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000763;Kipplader 3.2 m3 Swivel gross 13;SN-DEMO-000763;101;2024;gross;Kipplader 3.2 m3 Swivel;{}
DEMO-000764;Kipplader 3.2 m3 Swivel gross 14;SN-DEMO-000764;101;2025;gross;Kipplader 3.2 m3 Swivel;{}
